title,year,imdbid,id,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3,passed
Me Time,2022,14309446,10596,1,5.1,40720,101.0,Comedy,,,0
Men,2022,13841850,10325,3,6.1,64688,100.0,Drama,Fantasy,Horror,1
"Menu, The",2022,9764362,10515,3,7.2,396016,107.0,Comedy,Horror,Thriller,1
Metal Lords,2022,12141112,10368,1,6.7,33051,97.0,Comedy,Music,,0
Minions: the rise of gru,2022,5113044,10408,1,6.5,86438,87.0,Adventure,Animation,Comedy,0
Morbius,2022,5108870,10292,1,5.1,154181,104.0,Action,Adventure,Horror,0
Mrs Harris Goes to Paris,2022,5151570,10410,3,7.1,26654,115.0,Comedy,Drama,,1
My Grandfather&#39;s Demons,2022,11488024,10615,3,7.2,140,90.0,Animation,,,1
My Policeman,2022,13139228,10598,2,6.5,22567,113.0,Drama,Romance,,0
"Nanny, The",2022,10931784,10681,3,5.3,8058,99.0,Drama,Horror,,1
Nayola,2022,3726682,10614,3,7.0,258,83.0,Animation,Drama,Fantasy,1
Night at the Museum: Kahmunrah Rises Again,2022,13623880,10656,3,5.0,2544,77.0,Adventure,Animation,Comedy,1
No Exit,2022,7550014,10242,3,6.1,32974,95.0,Drama,Mystery,Thriller,1
Nope,2022,10954984,10439,1,6.8,268883,130.0,Horror,Mystery,Sci-Fi,0
"Northman, The",2022,11138512,10317,1,7.0,255245,137.0,Action,Adventure,Drama,0
Not Okay,2022,14814040,10451,3,6.1,18931,100.0,Comedy,Drama,Thriller,1
"Novelist&#39;s Film (So-seol-ga-ui Yeong-hwa), The",2022,17146978,10512,3,6.8,1430,92.0,Drama,,,1
One Fine Morning,2022,13482828,10616,3,7.0,7025,112.0,Drama,Romance,,1
One Piece: Film Red,2022,16183464,10627,3,6.8,21213,115.0,Action,Adventure,Animation,1
Pearl,2022,18925334,10516,3,7.0,99066,103.0,Drama,Horror,Thriller,1
Pinocchio,2022,4593060,10501,1,5.1,42355,105.0,Adventure,Comedy,Drama,0
Prey,2022,11866324,10433,3,7.1,228546,100.0,Action,Adventure,Horror,1
Purple Heart,2022,4614584,10651,3,6.7,53687,122.0,Drama,Music,Romance,1
Puss in Boots: The Last Wish,2022,3915174,10692,3,7.8,177170,102.0,Action,Adventure,Animation,1
Qala,2022,14428598,10716,3,7.2,7634,119.0,Drama,Music,,1
"Quiet Girl (An Cail&iacute;n Ci&uacute;in), The",2022,15109082,10510,3,7.7,22478,95.0,Drama,,,1
RRR,2022,8178634,10707,2,7.8,167911,187.0,Action,Adventure,Drama,0
Remains of the Wind,2022,14145004,10567,2,7.1,441,127.0,Drama,,,0
Rise of the Teenage Mutant Ninja Turtles: The Movie,2022,9784708,10943,3,6.2,7058,82.0,Action,Adventure,Animation,1
"Royal Treatment, The",2022,13989030,10214,3,5.2,11461,96.0,Comedy,Family,Romance,1
Ruido (Noise),2022,11306932,10701,3,6.6,1167,105.0,Drama,,,1
Samartian,2022,5500218,10525,1,5.7,55580,102.0,Action,Drama,Fantasy,0
Save the Cinema,2022,12048234,10426,3,6.5,1578,109.0,Comedy,Drama,,1
"School for Good and Evil, The",2022,2935622,10924,3,5.9,36383,147.0,Action,Comedy,Drama,1
Scream,2022,11245972,10221,3,6.3,159790,114.0,Horror,Mystery,Thriller,1
"Sea Beast, The",2022,9288046,10435,3,7.0,58543,115.0,Action,Adventure,Animation,1
Senior Year,2022,5315212,10323,3,5.5,44044,111.0,Comedy,Drama,,1
Sharp Stick,2022,14158346,11053,3,4.9,2127,92.0,Comedy,,,1
Skinamarink,2022,21307994,10964,0,4.8,15910,100.0,Horror,Mystery,,0
Smile,2022,15474916,10532,3,6.5,163807,115.0,Horror,Mystery,Thriller,1
Sonic the Hedgehog 2,2022,12412888,10279,3,6.5,88266,122.0,Action,Adventure,Comedy,1
Spiderhead,2022,9783600,10365,1,5.5,66675,106.0,Action,Crime,Drama,0
Spirited,2022,10999120,10646,3,6.6,50432,127.0,Comedy,Family,Musical,1
Strange World,2022,10298840,10750,3,5.7,46061,102.0,Action,Adventure,Animation,1
"Stranger, The",2022,11897478,10595,3,6.6,26667,117.0,Crime,Drama,Thriller,1
Suzume,2022,16428256,10974,3,7.6,40760,122.0,Action,Adventure,Animation,1
Talk To Me,2022,10638522,10993,3,7.1,147980,95.0,Horror,Thriller,,1
Tar,2022,14444726,10586,3,7.4,94449,158.0,Drama,Music,,1
Teen Titans Go! &amp; DC Super Hero Girls: Mayhem in the Multiverse,2022,18250460,10387,3,5.3,716,79.0,Action,Adventure,Animation,1
Terrifier 2,2022,10403420,10580,3,6.1,47316,138.0,Horror,,,1
Texas Chainsaw Massacre,2022,11755740,10257,3,4.7,61898,81.0,Crime,Horror,Thriller,1
Thirteen Lives,2022,12262116,10441,0,7.8,68087,147.0,Biography,Drama,Thriller,0
Thor: Love and Thunder,2022,10648342,10395,3,6.2,403431,118.0,Action,Adventure,Comedy,1
Top Gun: Maverick,2022,1745960,10333,3,8.2,703747,130.0,Action,Drama,,1
Tout le monde aime Jeanne,2022,14913250,10536,3,6.4,1915,95.0,Comedy,Drama,Romance,1
Triangle of Sadness,2022,7322224,10508,3,7.3,180408,147.0,Comedy,Drama,,1
Turning Red,2022,8097030,10251,3,7.0,153584,100.0,Adventure,Animation,Comedy,1
Umma,2022,13235822,10243,3,4.7,10641,83.0,Drama,Horror,Mystery,1
"Unbearable Weight of Massive Talent, The",2022,11291274,10683,3,7.0,153124,107.0,Action,Comedy,Crime,1
Uncharted,2022,1464335,10226,2,6.3,261552,116.0,Action,Adventure,,0
Vamos a la playa,2022,21986288,11232,3,5.9,136,91.0,Drama,Romance,,1
Violent Night,2022,12003946,11176,3,6.7,99520,112.0,Action,Comedy,Thriller,1
"Weekend Away, The",2022,14817272,10262,3,5.7,30066,89.0,Crime,Drama,Mystery,1
Weird: The Al Yankovic Story,2022,17076046,10617,1,6.9,38887,108.0,Biography,Comedy,Crime,0
Wendell &amp; Wild,2022,5181830,10641,3,6.4,12950,105.0,Adventure,Animation,Comedy,1
"Whale, The",2022,13833688,10787,2,7.7,213163,117.0,Drama,,,0
What&#39;s Love Got to Do with It,2022,13430858,10734,1,6.3,10138,108.0,Comedy,Drama,Romance,0
Where the Crawdads Sing,2022,9411972,10678,3,7.2,125795,125.0,Drama,Mystery,Romance,1
White Noise,2022,6160448,10698,3,5.7,44737,136.0,Comedy,Drama,Horror,1
"Woman King, The",2022,8093700,10561,3,6.9,73594,135.0,Action,Drama,History,1
Women Talking,2022,13669038,10801,3,6.9,42286,104.0,Drama,,,1
X,2022,13560574,10369,3,6.5,175728,105.0,Horror,Mystery,Thriller,1
Your Christmas or Mine?,2022,21994906,10657,3,6.4,10053,95.0,Comedy,Romance,,1
the swimmers,2022,8745676,10726,3,7.4,36332,134.0,Biography,Drama,Sport,1
the wonder,2022,9288822,10695,3,6.6,44516,108.0,Drama,Mystery,Thriller,1
65,2023,12261776,10804,2,5.4,88846,93.0,Action,Adventure,Drama,0
A Beautiful Life,2023,15282148,11199,3,6.4,7840,98.0,Drama,Music,Romance,1
Air,2023,16419074,10843,0,7.4,169171,111.0,Drama,Sport,,0
All of us strangers,2023,21192142,11278,0,7.7,49353,105.0,Drama,Fantasy,Romance,0
Anatomie d&#39;une chute,2023,17009710,11010,3,7.7,129284,151.0,Crime,Drama,Thriller,1
Ant-Man and the Wasp: Quantumania,2023,10954600,10756,3,6.1,229943,124.0,Action,Adventure,Comedy,1
Anyone but you,2023,26047818,11300,3,6.1,86555,103.0,Comedy,Romance,,1
Are You There God? It&#39;s Me Margaret,2023,9185206,10897,3,7.3,28095,106.0,Comedy,Drama,Family,1
Ast&eacute;rix et Ob&eacute;lix: L&#39;Empire du Milieu,2023,11210390,10936,3,5.1,10256,112.0,Adventure,Comedy,Family,1
Asteroid City,2023,14230388,10963,3,6.5,115251,105.0,Comedy,Drama,Romance,1
Bad Living,2023,14007288,10914,3,6.7,594,127.0,Drama,,,1
Barbie,2023,1517268,10956,3,6.8,543784,114.0,Adventure,Comedy,Fantasy,1
Beau is Afraid,2023,13521006,10991,2,6.7,61583,179.0,Comedy,Drama,Horror,0
BlackBerry,2023,21867434,11210,1,7.4,44579,120.0,Biography,Comedy,Drama,0
Blue Beetle,2023,9362930,10986,3,6.0,96344,127.0,Action,Adventure,Sci-Fi,1
"Book of Clarence , The",2023,22866358,11230,1,5.7,5347,129.0,Adventure,Comedy,Drama,0
Bottoms,2023,17527468,10994,3,6.7,43216,91.0,Comedy,,,1
"Boy and The Heron, The",2023,6587046,11202,1,7.6,52339,124.0,Adventure,Animation,Drama,0
"Boys in the Boat, The",2023,1856080,11231,1,6.9,16770,123.0,Biography,Drama,Sport,0
Champions,2023,15339570,10977,0,6.8,26373,124.0,Comedy,Drama,Sport,0
Chicken Run: Dawn of the Nugget,2023,8337264,11205,3,6.4,23028,98.0,Adventure,Animation,Comedy,1
Chien de la casse,2023,18550220,11275,1,7.0,2222,93.0,Comedy,Drama,,0
Christmas with Jerks,2023,27649527,11237,3,7.0,46,86.0,Comedy,Romance,,1
Chupa,2023,14923260,10860,0,5.5,7340,95.0,Action,Adventure,Drama,0
Cocaine Bear,2023,14209916,10779,3,5.9,108195,95.0,Comedy,Thriller,,1
"Color Purple, The",2023,1200263,11244,3,6.8,16201,141.0,Drama,Musical,,1
Conann,2023,16090596,11191,3,5.9,479,105.0,Action,Fantasy,,1
Concrete Utopia,2023,13086266,10990,3,6.7,5627,130.0,Action,Adventure,Drama,1
"Creator, The",2023,11858890,11063,3,6.7,163311,133.0,Action,Adventure,Drama,1
Creed 3,2023,11145118,10835,3,6.7,93590,116.0,Action,Drama,Sport,1
Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,2023,26537229,10854,3,7.5,11468,110.0,Action,Adventure,Animation,1
Dungeons &amp; Dragons: Honour Among Thieves,2023,2906216,10837,3,7.2,227200,134.0,Action,Adventure,Comedy,1
Elemental,2023,15789038,11201,3,7.0,128448,101.0,Adventure,Animation,Comedy,1
"Equalizer 3, The",2023,17024450,11306,1,6.8,119948,109.0,Action,Crime,Thriller,0
Evil Dead Rise,2023,13345606,10879,3,6.5,138196,96.0,Horror,,,1
Explanation For Everything,2023,27788968,11297,2,7.7,1496,151.0,Drama,,,0
Fast X,2023,5433140,10917,3,5.8,120607,141.0,Action,Adventure,Crime,1
Five Nights at Freddy&#39;s,2023,4589218,11145,2,5.5,94932,109.0,Horror,Mystery,Thriller,0
Flamin&#146; Hot,2023,8105234,11273,1,6.7,17206,99.0,Biography,Drama,History,0
"Flash, The",2023,439572,10929,1,6.7,212243,144.0,Action,Adventure,Fantasy,0
Four Daughters,2023,27502426,10953,3,7.3,2934,107.0,Documentary,,,1
"G, The",2023,29486765,11154,1,7.6,31,106.0,Crime,Thriller,,0
Ghosted,2023,15326988,10958,2,5.8,63182,116.0,Action,Adventure,Comedy,0
Godzilla Minus One,2023,23289160,11208,3,7.9,78028,124.0,Action,Adventure,Drama,1
Gran Turismo,2023,4495098,11268,1,7.1,102547,134.0,Action,Adventure,Drama,0
Guardians of the Galaxy Vol. 3,2023,6791350,10971,3,7.9,383567,150.0,Action,Adventure,Comedy,1
Happiness for Beginners,2023,15509244,10976,3,6.1,18557,103.0,Comedy,Drama,Romance,1
Haunted Mansion,2023,1695843,10996,3,6.0,43191,123.0,Comedy,Drama,Family,1
Heart of Stone,2023,13603966,10984,3,5.7,59783,122.0,Action,Crime,Thriller,1
"Holdovers, The",2023,14849194,11222,2,7.9,146129,133.0,Comedy,Drama,,0
"Hunger Games: The Ballad of Songbirds &amp; Snakes, The",2023,10545296,11166,3,6.7,121909,157.0,Action,Adventure,Drama,1
I Hate You to Death,2023,29975574,11221,3,6.9,87,107.0,Thriller,,,1
InCar,2023,26744173,10923,1,5.8,113,119.0,Drama,Thriller,,0
Indiana Jones and the Dial of Destiny,2023,1462764,10940,1,6.5,200584,154.0,Action,Adventure,Sci-Fi,0
Infinity Pool,2023,10365998,10737,2,6.0,57399,117.0,Crime,Horror,Mystery,0
Insidious: The Red Door,2023,13405778,11269,2,5.5,51276,107.0,Horror,Mystery,Thriller,0
"Iron Claw, The",2023,21064584,11211,3,7.6,67419,132.0,Biography,Drama,Sport,1
It Lives Inside,2023,15683734,11041,3,5.2,7342,99.0,Drama,Horror,Thriller,1
Jawan,2023,15354916,11207,3,7.0,95558,169.0,Action,Crime,Drama,1
Je verrai toujours vos visages,2023,24070754,10912,3,7.6,3280,118.0,Drama,,,1
Je&#39;vida,2023,22263934,11152,3,7.5,153,100.0,Drama,History,,1
Jules,2023,15428940,10972,3,6.8,11124,87.0,Comedy,Drama,Sci-Fi,1
Killers of the Flower Moon,2023,5537002,11151,1,7.6,244594,206.0,Crime,Drama,History,0
Kuolleet lehdet,2023,21027780,11048,2,7.3,24473,81.0,Comedy,Drama,Romance,0
La Sociedad de la Nieve,2023,16277242,11283,0,7.8,135692,144.0,Adventure,Biography,Drama,0
Leo,2023,15654328,11173,3,7.2,59349,164.0,Action,Crime,Drama,1
Les choses simples,2023,25971180,10785,1,6.4,695,95.0,Comedy,,,0
"Little Mermaid, The",2023,5971474,10926,3,7.2,156854,135.0,Adventure,Family,Fantasy,1
Liu lang di qiu 2,2023,13539646,10918,1,6.8,13734,173.0,Action,Adventure,Drama,0
Living Bad,2023,26440896,10915,3,6.8,391,124.0,Drama,,,1
"Marvels, The",2023,10676048,11169,3,5.5,127296,105.0,Action,Adventure,Fantasy,1
May December,2023,13651794,11197,3,6.8,54463,117.0,Drama,,,1
Missing,2023,10855768,10754,3,7.1,59340,111.0,Drama,Mystery,Thriller,1
Mission: Impossible - Dead Reckoning Part 1,2023,9603212,10950,3,7.7,250141,163.0,Action,Adventure,Thriller,1
My Christmas Hero,2023,27542956,11184,2,6.5,660,84.0,Drama,Family,Romance,0
My Fault,2023,21909764,11321,1,6.2,24408,117.0,Drama,Romance,,0
Nimona,2023,19500164,10941,3,7.5,49532,101.0,Action,Adventure,Animation,1
No Hard Feelings,2023,15671028,10948,3,6.4,162827,103.0,Comedy,Romance,,1
Nowhere,2023,15789472,11172,3,6.3,36300,109.0,Drama,Thriller,,1
Nyad,2023,5302918,11144,3,7.1,37780,121.0,Biography,Drama,Sport,1
Oppenheimer,2023,15398776,10957,2,8.3,744255,180.0,Biography,Drama,History,0
Our Drawings,2023,31038420,11295,3,1.3,153,61.0,Adventure,Animation,,1
PAW Patrol: The Mighty Movie,2023,15837338,11193,3,5.9,5034,88.0,Action,Adventure,Animation,1
Past Lives,2023,13238346,11209,3,7.9,118910,105.0,Drama,Romance,,1
Pathaan,2023,12844910,10728,3,5.8,156673,146.0,Action,Adventure,Thriller,1
"Perfect Find, The",2023,8400584,10961,3,5.2,3168,99.0,Comedy,Drama,Romance,1
Polite Society,2023,18257464,10978,3,6.6,10403,104.0,Action,Comedy,,1
Poor Things,2023,14230458,11259,3,7.9,266575,141.0,Comedy,Drama,Romance,1
"Portable Door, The",2023,11820950,11009,3,6.1,9686,116.0,Adventure,Comedy,Fantasy,1
"Priest&#39;s Exorcist, The",2023,13375076,10987,3,6.1,84227,103.0,Horror,Thriller,,1
Quiz Lady,2023,13405810,11150,3,6.7,19611,99.0,Comedy,,,1
Reality,2023,24068064,10947,0,6.7,21105,83.0,Drama,,,0
Reflect,2023,14966324,10751,3,7.5,40,,Comedy,Sci-Fi,Thriller,1
Renaissance: A Film by Beyonc&eacute;,2023,29354040,11178,3,8.6,3389,169.0,Documentary,Music,,1
Renfield,2023,11358390,10975,3,6.4,96722,93.0,Action,Comedy,Fantasy,1
Reptile,2023,13274016,11093,2,6.8,89113,134.0,Crime,Drama,Mystery,0
Resident Evil: Death Island,2023,26674627,11181,3,5.7,8917,91.0,Action,Animation,Horror,1
"Royal Hotel, The",2023,18363072,11171,3,5.8,9713,91.0,Thriller,,,1
SCREAM VI,2023,17663992,10809,3,6.5,120491,122.0,Horror,Mystery,Thriller,1
Saltburn,2023,17351924,11290,3,7.0,210407,131.0,Drama,Thriller,,1
Saw X,2023,21807222,11049,3,6.6,76035,118.0,Horror,Mystery,Thriller,1
Second tour,2023,27851639,11164,2,6.3,848,95.0,Comedy,,,0
Slotherhouse,2023,15422224,11015,3,4.6,4171,93.0,Comedy,Horror,Thriller,1
Spider-Man: Across the Spider-Verse,2023,9362722,10938,3,8.6,374935,140.0,Action,Adventure,Animation,1
Spy Kids: Armageddon,2023,13978520,11047,3,4.3,3341,97.0,Action,Comedy,Family,1
"Super Mario Bros. Movie, The",2023,6718170,10839,1,7.0,239051,92.0,Adventure,Animation,Comedy,0
Tarla,2023,27816768,10973,3,6.8,4529,127.0,Biography,Comedy,Drama,1
Tetris,2023,12758060,10896,3,7.4,84998,118.0,Biography,Drama,History,1
"Thank You, I&#146;m sorry",2023,23735436,11220,3,6.1,1182,90.0,Comedy,Drama,,1
Theater Camp,2023,21232992,11051,3,6.9,16445,92.0,Comedy,,,1
Trolls Band Together,2023,14362112,11260,3,6.0,14028,91.0,Adventure,Animation,Comedy,1
Wahou!,2023,24799686,11233,3,5.7,423,90.0,Comedy,,,1
Wicked Little Letters,2023,20234774,11323,3,7.0,13061,100.0,Comedy,Crime,Drama,1
Wingwomen,2023,21638298,11214,3,5.7,6486,116.0,Action,Comedy,Crime,1
Winnie-the-Pooh: Blood and Honey,2023,19623240,10995,3,2.9,28826,84.0,Horror,,,1
Wonka,2023,6166392,11200,3,7.0,145765,116.0,Adventure,Comedy,Family,1
"Young Arsonists, The",2023,9583840,10930,3,6.4,40,97.0,Drama,,,1
"Zone of Interest, The",2023,7160372,11266,3,7.4,91649,105.0,Drama,History,War,1
Argylle,2024,15009428,11270,3,5.7,72051,139.0,Action,Comedy,Thriller,1
"Beekeeper, The",2024,15314262,11240,3,6.4,96635,105.0,Action,Thriller,,1
Cabrini,2024,14351082,11289,1,7.5,4825,142.0,Biography,Drama,,0
Damsel,2024,13452446,11299,3,6.1,86210,110.0,Action,Adventure,Fantasy,1
Drive-Away Dolls,2024,19356262,11318,3,5.5,13652,84.0,Action,Comedy,Thriller,1
Dune: Part Two,2024,15239678,11277,3,8.6,420061,166.0,Action,Adventure,Drama,1
Ghostbusters: Frozen Empire,2024,21235248,11302,3,6.2,45119,115.0,Adventure,Comedy,Fantasy,1
Godzilla x Kong: New Empire,2024,14539740,11317,3,6.2,63337,115.0,Action,Adventure,Fantasy,1
Imaginary,2024,26658104,11322,1,4.7,10469,104.0,Horror,Mystery,Thriller,0
Kung Fu Panda 4,2024,21692408,11293,3,6.3,39606,94.0,Action,Adventure,Animation,1
Lisa Frankenstein,2024,21188080,11276,2,6.1,16176,101.0,Comedy,Horror,Romance,0
Love Lies Bleeding,2024,19637052,11294,3,6.7,23333,104.0,Action,Adventure,Crime,1
Mean Girls,2024,11762114,11271,3,5.7,28257,112.0,Comedy,Musical,,1
Megamind vs. The Doom Syndicate,2024,31122323,11280,3,2.4,4076,83.0,Action,Adventure,Animation,1
Road House,2024,3359350,11303,3,6.2,125714,121.0,Action,Thriller,,1
